3;46
4;2
;skelbimas
0;Kaunas, Žaliakalnis,Žalioji g.
1;73 000 €
2;2808€/m²
3;26
4;2
;skelbimas
0;Kaunas, Žaliakalnis,Mituvos g.
1;77 000 €
2;2406€/m²
3;32
4;2
;skelbimas
0;Kaunas, Kalniečiai,Kalniečių g.
1;145 000 €
2;2599€/m²
3;55.8
4;2
;skelbimas
0;Vilnius, Pašilaičiai,Dociškių g.
1;150 000 €
2;2921€/m²
3;51.36
4;2
;skelbimas
0;Klaipėda, Centras,Bijūnų g.
1;215 000 €
2;4285€/m²
3;50.18
4;2
;skelbimas
0;Klaipėda, Šauliai,Ragainės g.
1;88 000 €
2;2350€/m²
3;37.44
4;2
;skelbimas
0;Klaipėda, Centras,Danės g.
1;105 000 €
2;2561€/m²
3;41
4;2
;skelbimas
0;Vilnius, Baltupiai,Kazio Ulvydo g.
1;315 000 €
2;4011€/m²
3;78.53
4;3
;skelbimas
0;Palanga, Šventoji,Mėguvos g.
1;38 940 €
2;1770€/m²
3;22
4;1
;skelbimas
0;Vilnius, Naujamiestis,Skroblų g.
1;182 117 €
2;4137€/m²
3;44.02
4;2
;skelbimas
0;Vilnius, Bajorai,Salaspilio g.
1;164 692 €
2;2440€/m²
3;67.5
4;3
;skelbimas
0;Palanga, Palanga,Saulėlydžio g.
1;135 000 €
2;2213€/m²
3;61
4;2
;skelbimas
0;Vilnius, Santariškės,M. Bukšos g.
1;319 968 €
2;3325€/m²
3;96.22
4;4
;skelbimas
0;Vilnius, Žirmūnai,Raitininkų g.
1;280 000 €
2;5477€/m²
3;51.12
4;2
;skelbimas
0;Vilnius, Pašilaičiai,Pavilnionių g.
1;160 000 €
2;2218€/m²
3;72.14
4;3
;skelbimas
0;Vilnius, Šnipiškės,Olimpiečių g.
1;995 000 €
2;10160€/m²
3;97.93
4;3
;skelbimas
0;Vilnius, Senamiestis,Gedimino pr.
1;830 000 €
2;5804€/m²
3;143
4;3
;skelbimas
0;Kaunas, Dainava,Taikos pr.
1;144 999 €
2;2617€/m²
3;55.4
4;3
;skelbimas
0;Kaunas, Žemieji Šančiai,A. Juozapavičiaus pr.
1;125 000 €
2;3000€/m²
3;41.67
4;2
;skelbimas
0;Vilnius, Markučiai,Kaukysos g.
1;219 000 €
2;4844€/m²
3;45.21
4;2
;skelbimas
0;Vilnius, Žirmūnai,Žirmūnų g.
1;100 900 €
2;3135€/m²
3;32.19
4;1
;skelbimas
0;Vilnius, Karoliniškės,Algimanto Petro Kavoliuko g.
1;133 500 €
2;3018€/m²
3;44.24
4;2
;skelbimas
0;Vilnius, Pilaitė,I. Simonaitytės g.
1;145 000 €
2;3152€/m²
3;46
4;2
;skelbimas
0;Vilnius, Karoliniškės,Algimanto Petro Kavoliuko g.
1;140 000 €
2;3415€/m²
3;41
4;2
;skelbimas
0;Klaipėda, Alksnynė,Taikos pr.
1;170 000 €
2;2024€/m²
3;84
4;3
;skelbimas
0;Vilnius, Justiniškės,Taikos g.
1;134 900 €
2;2645€/m²
3;51
4;3
;skelbimas
0;Kaunas, Žaliakalnis,Kalniečių g.
1;69 900 €
2;2377€/m²
3;29.41
4;1
;skelbimas
0;Vilnius, Pilaitė,Tvankstos g.
1;192 000 €
2;3368€/m²
3;57
4;3
;skelbimas
0;Vilnius, Šnipiškės,Lvivo g.
1;164 000 €
2;4316€/m²
3;38
4;2
;skelbimas
0;Vilnius, Justiniškės,Helsinkio g.
1;95 000 €
2;2879€/m²
3;33
4;2
;skelbimas
0;Vilnius, Naujamiestis,Gerosios Vilties g.
1;239 000 €
2;3918€/m²
3;61
4;3
;skelbimas
0;Kaunas, Dainava,Partizanų g.
1;49 000 €
2;1633€/m²
3;30
4;1
;skelbimas
0;Vilnius, Naujamiestis,Eigulių g.
1;169 000 €
2;4126€/m²
3;40.96
4;2
;skelbimas
0;Vilnius, Vilkpėdė,Eigulių g.
1;229 000 €
2;4906€/m²
3;46.68
4;2
;skelbimas
0;Vilnius, Naujininkai,Kaminkelio g.
1;108 000 €
2;3092€/m²
3;34.93
4;1
;skelbimas
0;Vilnius, Pilaitė,Pilkalnio g.
1;91 222 €
2;2887€/m²
3;31.6
4;1
;skelbimas
0;Vilnius, Naujamiestis,Smolensko g.
1;86 154 €
2;2731€/m²
3;31.55
4;2
;skelbimas
0;Vilnius, Naujamiestis,Vytenio g.
1;109 600 €
2;4327€/m²
3;25.33
4;1
;skelbimas
0;Palanga,Mėguvos g.
1;111 000 €
2;2467€/m²
3;45
4;2
;skelbimas
0;Vilnius, Lazdynėliai,Žaibo g.
1;166 000 €
2;3773€/m²
3;44
4;2
;skelbimas
0;Klaipėda, Centras,Žiedų skg.
1;307 000 €
2;2488€/m²
3;123.37
4;4
;skelbimas
0;Vilnius, Visoriai,Visorių g.
1;130 251 €
2;2963€/m²
3;43.96
4;2
;skelbimas
0;Vilnius, Naujamiestis,Algirdo g.
1;126 321 €
2;3900€/m²
3;32.39
4;1
;skelbimas
0;Vilnius, Naujamiestis,Marijampolės g.
1;168 823 €
2;3850€/m²
3;43.85
4;2
;skelbimas
0;Vilnius, Karoliniškės,Sietyno g.
1;116 875 €
2;2750€/m²
3;42.5
4;2
;skelbimas
0;Vilnius, Šnipiškės,Šatrijos g.
1;139 400 €
2;4000€/m²
3;34.85
4;2
;skelbimas
0;Vilnius, Naujamiestis,Mindaugo g.
1;214 900 €
2;4082€/m²
3;52.64
4;3
;skelbimas
0;Druskininkų m.,Liepų g.
1;140 610 €
2;2420€/m²
3;58.1
4;3
;skelbimas
0;Vilnius, Lazdynėliai,Žaibo g.
1;163 000 €
2;3881€/m²
3;42
4;2
;skelbimas
0;Klaipėda, Žvejybos uostas,Nidos g.
1;67 000 €
2;1182€/m²
3;56.68
4;2
;skelbimas
0;Klaipėda, Žardininkai,Žardininkų g.
1;76 000 €
2;1188€/m²
3;64
4;3
;skelbimas
0;Kaunas, Freda,Europos pr.
1;83 990 €
2;2745€/m²
3;30.6
4;2
;skelbimas
0;Vilnius, Lazdynai,Architektų g.
1;119 000 €
2;2532€/m²
3;47
4;2
;skelbimas
0;Vilnius, Lazdynai,Architektų g.
1;174 900 €
2;2610€/m²
3;67.01
4;4
;skelbimas
0;Vilnius, Šeškinė,Gelvonų g.
1;85 500 €
2;3139€/m²
3;27.24
4;1
;skelbimas
0;Vilnius, Šeškinė,Čiobiškio g.
1;129 000 €
2;2950€/m²
3;43.73
4;2
;skelbimas
0;Vilnius, Pašilaičiai,Perkūnkiemio g.
1;123 900 €
2;1906€/m²
3;65
4;2
;skelbimas
0;Kaunas, Šilainiai,Naujakurių g.
1;104 420 €
2;2299€/m²
3;45.41
4;2
;skelbimas
0;Palanga,Sergiškių g.
1;132 000 €
2;2750€/m²
3;48
4;2
;skelbimas
0;Vilnius, Pašilaičiai,Pavilnionių g.
1;133 500 €
2;2880€/m²
3;46.36
4;2
;skelbimas
0;Klaipėda, Labrenciškės,Kretingos g.
1;99 850 €
2;2504€/m²
3;39.87
4;2
;skelbimas
0;Klaipėda, Labrenciškės,Kretingos g.
1;168 624 €
2;2150€/m²
3;78.43
4;3
;skelbimas
0;Klaipėda, Labrenciškės,Kretingos g.
1;106 075 €
2;2297€/m²
3;46.17
4;2
;skelbimas
0;Vilnius, Lazdynėliai,Žaibo g.
1;166 000 €
2;3773€/m²
3;44
4;2
;skelbimas
0;Palanga, Palanga,Virbališkės tak.
1;187 550 €
2;3907€/m²
3;48
4;2
;skelbimas
0;Palanga,Sergiškių g.
1;79 000 €
2;3160€/m²
3;25
4;1
;skelbimas
0;Vilnius, Naujamiestis,Naugarduko g.
1;135 000 €
2;2813€/m²
3;48
4;2
;skelbimas
0;Vilnius, Karoliniškės,Algimanto Petro Kavoliuko g.
1;199 000 €
2;3044€/m²
3;65.38
4;3
;skelbimas
0;Vilnius, Paupys,Krivūlės g.
1;184 000 €
2;5111€/m²
3;36
4;2
;skelbimas
0;Vilnius, Naujininkai,Naujininkų g.
1;115 000 €
2;2091€/m²
3;55
4;2
;skelbimas
0;Vilnius, Antakalnis,V. Grybo g.
1;215 000 €
2;4541€/m²
3;47.35
4;2
;skelbimas
0;Kaunas, Panemunė,Vaidoto g.
1;38 000 €
2;1719€/m²
3;22.11
4;2
;skelbimas
0;Kaunas, Panemunė,Vaidoto g.
1;37 000 €
2;1576€/m²
3;23.47
4;1
;skelbimas
0;Vilnius, Viršuliškės,Viršilų g.
1;202 000 €
2;3961€/m²
3;51
4;3
;skelbimas
0;Vilnius, Žvėrynas,Stumbrų g.
1;207 940 €
2;3999€/m²
3;52
4;2
;skelbimas
0;Vilnius, Karoliniškės,Loretos Asanavičiūtės g.
1;106 300 €
2;3082€/m²
3;34.49
4;2
;skelbimas
0;Vilnius, Justiniškės,Taikos g.
1;130 300 €
2;3007€/m²
3;43.33
4;2
;skelbimas
0;Trakų r. sav., Lentvario m.,Naujosios Sodybos g.
1;124 700 €
2;1911€/m²
3;65.24
4;3
;skelbimas
0;Vilnius, Žvėrynas,Stumbrų g.
1;210 900 €
2;4102€/m²
3;51.42
4;3
;skelbimas
0;Vilnius, Senamiestis,Vašingtono a.
1;370 000 €
2;3700€/m²
3;100
4;4
;skelbimas
0;Palanga, Palanga,Paliepgirių kel.
1;239 000 €
2;4109€/m²
3;58.17
4;3
;skelbimas
0;Kaunas, Dainava,Partizanų g.
1;72 900 €
2;1726€/m²
3;42.24
4;2
;skelbimas
0;Vilnius, Užupis,Filaretų g.
1;192 502 €
2;5800€/m²
3;33.19
4;2
;skelbimas
0;Alytus, Dainava,Vilties g.
1;59 000 €
2;855€/m²
3;69.03
4;4
;skelbimas
0;Telšių m.,Ežero g.
1;69 000 €
2;1895€/m²
3;36.41
4;2
;skelbimas
0;Vilnius, Naujamiestis,Aguonų g.
1;149 000 €
2;3641€/m²
3;40.92
4;2
;skelbimas
0;Kaunas, Žemutiniai Kaniūkai,Raudondvario pl.
1;192 500 €
2;2070€/m²
3;93
4;4
;skelbimas
0;Kaunas, Žemieji Šančiai,Kranto al.
1;137 500 €
2;2191€/m²
3;62.75
4;3
;skelbimas
0;Kaunas, Vilijampolė,Brastos g.
1;389 000 €
2;3687€/m²
3;105.51
4;4
;skelbimas
0;Vilnius, Pašilaičiai,Laisvės pr.
1;288 000 €
2;2382€/m²
3;120.93
4;4
;skelbimas
0;Kaunas, Senamiestis,Pilies g.
1;499 999 €
2;6250€/m²
3;80
4;3
;skelbimas
0;Vilnius, Šnipiškės,Šatrijos g.
1;229 000 €
2;5205€/m²
3;44
4;2
;skelbimas
0;Vilnius, Lazdynai,M. Mironaitės g.
1;159 900 €
2;3476€/m²
3;46
4;2
;skelbimas
0;Palanga, Palanga,Vanagupės g.
1;355 000 €
2;6928€/m²
3;51.24
4;2
;skelbimas
0;Vilnius, Senamiestis,Palangos g.
1;500 000 €
2;3378€/m²
3;148
4;4
;skelbimas
0;Palanga,Vanagupės g.
1;299 000 €
2;3462€/m²
3;86.36
4;4
;skelbimas
0;Vilnius, Senamiestis,J. Basanavičiaus g.
1;490 000 €
2;3141€/m²
3;156
4;4
;skelbimas
0;Jonavos m.,Geležinkelio g.
1;70 000 €
2;963€/m²
3;72.67
4;3
;skelbimas
0;Kaunas, Žaliakalnis,Šimkaičių g.
1;195 000 €
2;2786€/m²
3;70
4;3
;skelbimas
0;Klaipėda, Centras,Kuosų g.
1;139 000 €
2;2206€/m²
3;63
4;2
;skelbimas
0;Vilnius, Žirmūnai,Kareivių g.
1;214 423 €
2;3057€/m²
3;70.14
4;4
;skelbimas
0;Vilnius, Žvėrynas,A. Mickevičiaus g.
1;520 000 €
2;6582€/m²
3;79
4;4
;skelbimas
0;Vilnius, Šnipiškės,Kalvarijų g.
1;179 000 €
2;3972€/m²
3;45.07
4;2
;skelbimas
0;Klaipėda, Paupiai,Ragainės g.
1;135 500 €
2;3196€/m²
3;42.4
4;2
;skelbimas
0;Vilnius, Žirmūnai,M. Katkaus g.
1;179 000 €
2;3580€/m²
3;50
4;2
;skelbimas
0;Palanga, Palanga,Vytauto g.
1;219 000 €
2;5230€/m²
3;41.87
4;2
;skelbimas
0;Vilnius, Lazdynėliai,Lazdynėlių g.
1;159 900 €
2;2758€/m²
3;57.97
4;3
;skelbimas
0;Vilnius, Šiaurės miestelis,J. Galvydžio g.
1;139 000 €
2;2985€/m²
3;46.57
4;2
;skelbimas
0;Klaipėda, Labrenciškės,Kretingos g.
1;177 775 €
2;2090€/m²
3;85.06
4;4
;skelbimas
0;Klaipėda, Paupiai,Klemiškės g.
1;185 000 €
2;3083€/m²
3;60
4;3
;skelbimas
0;Klaipėda, Senamiestis,J. Janonio g.
1;95 000 €
2;2159€/m²
3;44
4;2
;skelbimas
0;Vilnius, Karoliniškės,Vytauto Vaitkaus g.
1;116 000 €
2;3345€/m²
3;34.68
4;2
;skelbimas
0;Vilnius, Naujoji Vilnia,Dūmų g.
1;56 000 €
2;1856€/m²
3;30.18
4;2
;skelbimas
0;Vilnius, Užupis,Krivių g.
1;195 000 €
2;4333€/m²
3;45
4;2
;skelbimas
0;Vilnius, Markučiai,Manufaktūrų g.
1;232 000 €
2;4901€/m²
3;47.34
4;2
;skelbimas
0;Visagino m.,Sedulinos al.
1;46 000 €
2;659€/m²
3;69.8
4;4
;skelbimas
0;Vilnius, Fabijoniškės,Salomėjos Nėries g.
1;150 000 €
2;2399€/m²
3;62.53
4;2
;skelbimas
0;Vilnius, Pilaitė,Tolminkiemio g.
1;166 900 €
2;3252€/m²
3;51.32
4;2
;skelbimas
0;Vilnius, Senamiestis,Pylimo g.
1;690 000 €
2;4825€/m²
3;143
4;4
;skelbimas
0;Kaunas, Žemieji Šančiai,A. Juozapavičiaus pr.
1;149 999 €
2;2885€/m²
3;52
4;2
;skelbimas
0;Jonavos m.,Kosmonautų g.
1;32 000 €
2;1204€/m²
3;26.57
4;1
;skelbimas
0;Vilnius, Valakampiai,Svajonių g.
1;375 000 €
2;3989€/m²
3;94
4;4
;skelbimas
0;Kauno r. sav., Jonučių II k.,Versmės g.
1;73 128 €
2;1825€/m²
3;40.07
4;2
;skelbimas
0;Šiauliai, Centras,Draugystės pr.
1;89 000 €
2;1735€/m²
3;51.29
4;3
;skelbimas
0;Vilnius, Šiaurės miestelis,Žygio g.
1;183 000 €
2;3027€/m²
3;60.46
4;2
;skelbimas
0;Vilnius, Markučiai,Manufaktūrų g.
1;420 000 €
2;5185€/m²
3;81
4;4
;skelbimas
0;Palanga,Druskininkų g.
1;59 000 €
2;2107€/m²
3;28
4;1
;skelbimas
0;Vilnius, Lazdynėliai,Neužmirštuolių g.
1;265 000 €
2;2665€/m²
3;99.44
4;3
;skelbimas
0;Kaunas, Dainava,Partizanų g.
1;70 000 €
2;2121€/m²
3;33
4;1
;skelbimas
0;Vilnius, Markučiai,Manufaktūrų g.
1;252 000 €
2;5663€/m²
3;44.5
4;2
;skelbimas
0;Vilnius, Naujamiestis,Savanorių pr.
1;399 000 €
2;3613€/m²
3;110.43
4;4
;skelbimas
0;Palanga,Vėžių g.
1;277 200 €
2;3587€/m²
3;77.28
4;4
;skelbimas
0;Vilnius, Naujamiestis,Vinco Kudirkos g.
1;490 000 €
2;3603€/m²
3;136
4;4
;skelbimas
0;Vilnius, Senamiestis,Teatro g.
1;400 000 €
2;5195€/m²
3;77
4;3
;skelbimas
0;Vilnius, Šnipiškės,Kalvarijų g.
1;250 000 €
2;3086€/m²
3;81
4;3
;skelbimas
0;Kaunas, Žemieji Šančiai,A. Juozapavičiaus pr.
1;180 000 €
2;4055€/m²
3;44.39
4;2
;skelbimas
0;Panevėžys, Klaipėdos,Kosmonautų g.
1;70 000 €
2;1343€/m²
3;52.11
4;2
;skelbimas
0;Trakų m.,Linksmoji g.
1;81 500 €
2;1990€/m²
3;40.95
4;2
;skelbimas
0;Vilnius, Lazdynėliai,Lazdynėlių g.
1;192 900 €
2;3445€/m²
3;56
4;3
;skelbimas
0;Vilnius, Naujamiestis,T. Ševčenkos g.
1;95 000 €
2;4556€/m²
3;20.85
4;2
;skelbimas
0;Klaipėda, Centras,Kauno g.
1;85 000 €
2;2237€/m²
3;38
4;2
;skelbimas
0;Molėtų m.,Mechanizatorių g.
1;119 000 €
2;1486€/m²
3;80.06
4;4
;skelbimas
0;Druskininkų m.,Neravų g.
1;85 000 €
2;1838€/m²
3;46.25
4;2
;skelbimas
0;Vilnius, Šnipiškės,Sporto g.
1;167 000 €
2;4039€/m²
3;41.35
4;2
;skelbimas
0;Vilnius, Žemieji Paneriai,Jankiškių g.
1;70 000 €
2;2059€/m²
3;34
4;2
;skelbimas
0;Palanga,Vaivorykštės g.
1;72 500 €
2;2553€/m²
3;28.4
4;2
;skelbimas
0;Vilnius, Antakalnis,Rokantiškių g.
1;95 700 €
2;2393€/m²
3;40
4;2
;skelbimas
0;Vilnius, Naujininkai,Meistrų g.
1;48 500 €
2;1940€/m²
3;25
4;1
;skelbimas
0;Vilnius, Pašilaičiai,Perkūnkiemio g.
1;104 900 €
2;2498€/m²
3;42
4;2
;skelbimas
0;Druskininkų m.,Vilniaus al.
1;249 615 €
2;4300€/m²
3;58.05
4;2
;skelbimas
0;Šiauliai, Gytariai,Kviečių g.
1;74 600 €
2;1157€/m²
3;64.47
4;3
;skelbimas
0;Šiauliai, Dainiai,Lyros g.
1;73 800 €
2;1142€/m²
3;64.61
4;3
;skelbimas
0;Vilnius, Naujamiestis,Vytenio g.
1;220 000 €
2;2734€/m²
3;80.48
4;3
;skelbimas
0;Vilnius, Šnipiškės,Rinktinės g.
1;44 800 €
2;1896€/m²
3;23.63
4;1
;skelbimas
0;Vilnius, Bajorai,Bajorų kel.
1;149 900 €
2;3885€/m²
3;38.58
4;2
;skelbimas
0;Akmenės r. sav., Naujosios Akmenės m.,Nepriklausomybės al.
1;26 000 €
2;565€/m²
3;46
4;2
;skelbimas
0;Palanga,Vanagupės g.
1;155 000 €
2;3946€/m²
3;39.28
4;1
;skelbimas
0;Palanga, Šventoji,Mėguvos g.
1;109 999 €
2;2275€/m²
3;48.35
4;2
;skelbimas
0;Kaunas, Aleksotas,Bitininkų g.
1;289 999 €
2;3671€/m²
3;79
4;3
;skelbimas
0;Vilnius, Pašilaičiai,Eitminų g.
1;165 000 €
2;2686€/m²
3;61.44
4;3
;skelbimas
0;Kaunas, Senamiestis,Šv. Gertrūdos g.
1;255 000 €
2;2260€/m²
3;112.81
4;3
;skelbimas
0;Druskininkų m.,Veisiejų g.
1;81 000 €
2;1136€/m²
3;71.3
4;3
;skelbimas
0;Kaunas, Šilainiai,J. Grušo g.
1;91 000 €
2;2459€/m²
3;37
4;1
;skelbimas
0;Širvintų m.,Zibalų g.
1;25 000 €
2;1058€/m²
3;23.63
4;1
;skelbimas
0;Klaipėda, Centras,J. Zauerveino g.
1;265 000 €
2;3136€/m²
3;84.5
4;3
;skelbimas
0;Vilnius, Naujamiestis,Mindaugo g.
1;430 000 €
2;5890€/m²
3;73
4;3
;skelbimas
0;Vilnius, Naujamiestis,Vinco Kudirkos g.
1;287 000 €
2;3706€/m²
3;77.45
4;3
;skelbimas
0;Rietavo m.,Daržų g.
1;89 900 €
2;1404€/m²
3;64.01
4;3
;skelbimas
0;Neringos m.,Vilų g.
1;110 000 €
2;7161€/m²
3;15.36
4;1
;skelbimas
0;Utenos m., Aukštakalnis,Aukštakalnio g.
1;155 000 €
2;2686€/m²
3;57.7
4;2
;skelbimas
0;Kaunas, Rokai,Girmuonio g.
1;91 000 €
2;1287€/m²
3;70.69
4;4
;skelbimas
0;Klaipėda, Žvejybos uostas,Minijos g.
1;95 000 €
2;2111€/m²
3;45
4;2
;skelbimas
0;Kaunas, Dainava,Partizanų g.
1;69 500 €
2;1565€/m²
3;44.4
4;2
;skelbimas
0;Vilnius, Šeškinė,Fabijoniškių g.
1;199 000 €
2;3980€/m²
3;50
4;2
;skelbimas
0;Vilnius, Žemieji Paneriai,Vaduvos g.
1;78 000 €
2;1926€/m²
3;40.5
4;1
;skelbimas
0;Kėdainių m.,Sodų g.
1;23 000 €
2;688€/m²
3;33.45
4;2
;skelbimas
0;Kaunas, Žaliakalnis,P. Višinskio g.
1;72 000 €
2;2118€/m²
3;34
4;2
;skelbimas
0;Kėdainių m.,Pavasario g.
1;52 000 €
2;1042€/m²
3;49.9
4;2
;skelbimas
0;Visagino m.,Taikos pr.
1;19 900 €
2;552€/m²
3;36.08
4;1
;skelbimas
0;Šiauliai, Rėkyva,Energetikų g.
1;62 000 €
2;1161€/m²
3;53.42
4;2
;skelbimas
0;Klaipėda, Žvejybos uostas,Minijos g.
1;16 500 €
2;807€/m²
3;20.44
4;1
;skelbimas
0;Elektrėnų m.,Šviesos g.
1;89 500 €
2;1462€/m²
3;61.2
4;3
;skelbimas
0;Širvintų m.,Kalnalaukio g.
1;53 000 €
2;1023€/m²
3;51.82
4;2
;skelbimas
0;Vilnius, Pilaitė,I. Simonaitytės g.
1;196 000 €
2;2781€/m²
3;70.48
4;2
;skelbimas
0;Kaišiadorių r. sav., Pravieniškių k.,Pravieniškių g.
1;24 700 €
2;682€/m²
3;36.2
4;1
;skelbimas
0;Šilutės r. sav., Armalėnų k.,Plytinės g.
1;28 000 €
2;490€/m²
3;57.16
4;3
;skelbimas
0;Kelmės m.,J. Janonio g.
1;50 000 €
2;1000€/m²
3;50
4;2
;skelbimas
0;Švenčionių r. sav., Pabradės m.,Arnionių g.
1;55 000 €
2;1082€/m²
3;50.81
4;3
;skelbimas
0;Palanga, Palanga,Užkanavės g.
1;275 000 €
2;5896€/m²
3;46.64
4;3
;skelbimas
0;Vilnius, Justiniškės,Rygos g.
1;109 000 €
2;2124€/m²
3;51.33
4;2
;skelbimas
0;Kretingos m.,Topolių aklg.
1;76 800 €
2;1274€/m²
3;60.27
4;3
;skelbimas
0;Elektrėnų m.,Sodų g.
1;55 800 €
2;1250€/m²
3;44.63
4;2
;skelbimas
0;Elektrėnų m.,Sodų g.
1;65 800 €
2;1161€/m²
3;56.69
4;3
;skelbimas
0;Kaunas, Žaliakalnis,Gražinos g.
1;123 000 €
2;1593€/m²
3;77.21
4;4
;skelbimas
0;Šiauliai, Zokniai,Radviliškio g.
1;72 000 €
2;1241€/m²
3;58
4;3
;skelbimas
0;Vilnius, Naujamiestis,Vasario 16-osios g.
1;440 000 €
2;4000€/m²
3;110
4;4
;skelbimas
0;Vilkaviškio r. sav., Paežerių k.,Dvaro g.
1;29 000 €
2;517€/m²
3;56.07
4;3
;skelbimas
0;Alytus, Vidzgiris,Jazminų g.
1;58 000 €
2;870€/m²
3;66.69
4;3
;skelbimas
0;Vilnius, Šeškinė,Ukmergės g.
1;114 900 €
2;2128€/m²
3;54
4;2
;skelbimas
0;Neringos m.,Preilos g.
1;300 000 €
2;6512€/m²
3;46.07
4;2
;skelbimas
0;Vilnius, Naujoji Vilnia,Pergalės g.
1;38 000 €
2;2375€/m²
3;16
4;1
;skelbimas
0;Vilnius, Visoriai,Visorių g.
1;289 000 €
2;2939€/m²
3;98.32
4;3
;skelbimas
0;Palanga, Palanga,Vaivorykštės g.
1;239 000 €
2;4476€/m²
3;53.4
4;3
;skelbimas
0;Palanga, Palanga,Hipodromo g.
1;195 000 €
2;4875€/m²
3;40
4;2
;skelbimas
0;Palanga, Palanga,Gintaro g.
1;165 500 €
2;4769€/m²
3;34.7
4;2
;skelbimas
0;Vilnius, Šnipiškės,Kalvarijų g.
1;216 000 €
2;2962€/m²
3;72.93
4;3
;skelbimas
0;Kaunas, Žaliakalnis,Varpo g.
1;255 000 €
2;3468€/m²
3;73.54
4;3
;skelbimas
0;Panevėžys, Centras,Ramygalos g.
1;36 000 €
2;1590€/m²
3;22.64
4;1
;skelbimas
0;Vilnius, Senamiestis,Rūdninkų g.
1;700 000 €
2;6542€/m²
3;107
4;5
;skelbimas
0;Vilnius, Antakalnis,Mildos g.
1;349 000 €
2;3753€/m²
3;93
4;3
;skelbimas
0;Akmenės r. sav., Ventos m.,Ventos g.
1;23 900 €
2;373€/m²
3;64
4;4
;skelbimas
0;Kauno r. sav., Pagynės k.,Kikonių g.
1;30 000 €
2;621€/m²
3;48.3
4;2
;skelbimas
0;Šilutės m.,Eglių g.
1;62 500 €
2;840€/m²
3;74.43
4;4
;skelbimas
0;Klaipėda, Senamiestis,Bangų g.
1;320 000 €
2;5246€/m²
3;61
4;3
;skelbimas
0;Vilnius, Šnipiškės,Tuskulėnų g.
1;150 000 €
2;3000€/m²
3;50
4;2
;skelbimas
0;Alytus, Senamiestis,Nemuno g.
1;91 000 €
2;2275€/m²
3;40
4;2
;skelbimas
0;Vilnius, Bajorai,Bajorų kel.
1;117 900 €
2;3976€/m²
3;29.65
4;1
;skelbimas
0;Klaipėdos r. sav., Dovilų mstl.,Klaipėdos g.
1;56 000 €
2;973€/m²
3;57.57
4;3
;skelbimas
0;Palanga, Palanga,Maironio g.
1;147 000 €
2;2070€/m²
3;71
4;2
;skelbimas
0;Vilkaviškio m.,Lauko g.
1;32 000 €
2;669€/m²
3;47.81
4;2
;skelbimas
0;Klaipėdos r. sav., Gargždų m.,Melioratorių g.
1;83 000 €
2;1307€/m²
3;63.48
4;2
;skelbimas
0;Klaipėda, Centras,Taikos pr.
1;282 500 €
2;4216€/m²
3;67
4;2
;skelbimas
0;Alytus, Putinai,Kalniškės g.
1;42 500 €
2;1152€/m²
3;36.88
4;1
;skelbimas
0;Palanga, Šventoji,Mokyklos g.
1;127 000 €
2;2190€/m²
3;58
4;2
;skelbimas
0;Vilnius, Žirmūnai,Žirmūnų g.
1;115 000 €
2;2614€/m²
3;44
4;2
;skelbimas
0;Telšių m.,Žemaitės g.
1;42 000 €
2;857€/m²
3;49
4;2
;skelbimas
0;Pasvalio m.,Taikos g.
1;65 000 €
2;910€/m²
3;71.41
4;4
;skelbimas
